CustomerID,Churn,Tenure,PreferredLoginDevice,CityTier,WarehouseToHome,PreferredPaymentMode,Gender,HourSpendOnApp,NumberOfDeviceRegistered,PreferedOrderCat,SatisfactionScore,MaritalStatus,NumberOfAddress,Complain,OrderAmountHikeFromlastYear,CouponUsed,OrderCount,DaySinceLastOrder,CashbackAmount
50040,0,5.0,Mobile Phone,1,29.0,Cash on Delivery,Female,3,2,Mobile Phone,1,Married,1,0,22,3,2,2.0,117.89
50041,0,1.0,Computer,2,14.0,Credit Card,Female,5,2,Mobile Phone,4,Divorced,2,0,12,1,1,2.0,50.5
50042,0,6.0,Computer,3,5.0,Credit Card,Male,1,3,Grocery,5,Married,2,0,14,1,3,10.0,183.62
50043,0,0.0,Mobile Phone,1,16.0,UPI,Male,2,4,Grocery,4,Married,2,0,19,1,3,3.0,221.64
50044,1,24.0,Mobile Phone,1,9.0,Credit Card,Male,2,4,Fashion,1,Single,3,0,29,1,5,3.0,162.52
50045,1,2.0,Computer,3,21.0,E-Wallet,Female,2,2,Mobile Phone,4,Married,3,0,10,1,5,1.0,150.58
50046,0,10.0,Mobile Phone,2,9.0,Cash on Delivery,Male,2,3,Others,4,Divorced,4,1,16,4,4,4.0,168.32
50047,0,3.0,Mobile Phone,2,11.0,E-Wallet,Female,3,2,Grocery,3,Married,2,0,12,1,2,3.0,238.9
50048,0,7.0,Mobile Phone,1,5.0,Debit Card,Male,3,1,Others,5,Divorced,1,0,12,2,1,2.0,148.42
50049,1,7.0,Mobile Phone,3,11.0,UPI,Female,3,4,Others,4,Married,2,1,12,2,4,21.0,197.81
50050,0,2.0,Mobile Phone,2,5.0,E-Wallet,Male,2,3,Mobile Phone,5,Married,7,0,10,1,2,9.0,128.86
50051,0,34.0,Mobile Phone,1,5.0,Cash on Delivery,Male,4,2,Others,4,Single,3,1,14,3,2,6.0,130.77
50052,0,14.0,Mobile Phone,3,21.0,E-Wallet,Male,3,2,Fashion,1,Single,4,0,10,3,3,3.0,208.8
50053,1,28.0,Computer,2,21.0,E-Wallet,Female,2,1,Fashion,3,Single,1,1,18,1,1,2.0,240.37
50054,0,22.0,Mobile Phone,2,18.0,Credit Card,Female,3,4,Mobile Phone,2,Married,3,0,15,2,3,0.0,210.56
50055,0,9.0,Mobile Phone,3,7.0,UPI,Male,2,5,Fashion,5,Single,1,0,16,2,3,1.0,92.85
50056,0,25.0,Mobile Phone,2,14.0,Debit Card,Female,2,2,Grocery,4,Married,3,0,13,5,10,6.0,158.2
50057,0,0.0,Mobile Phone,1,14.0,Cash on Delivery,Male,4,2,Mobile Phone,4,Divorced,5,0,13,2,2,2.0,184.56
50058,1,2.0,Mobile Phone,2,5.0,Cash on Delivery,Female,2,4,Others,3,Married,6,0,16,2,2,9.0,177.38
50059,0,0.0,Mobile Phone,3,27.0,Debit Card,Female,3,5,Grocery,2,Single,3,0,10,4,3,0.0,98.21
50060,0,3.0,Computer,2,22.0,Cash on Delivery,Female,4,3,Mobile Phone,4,Divorced,2,0,13,1,9,3.0,123.11
50061,0,4.0,Mobile Phone,3,13.0,Credit Card,Male,3,2,Others,3,Married,6,0,11,4,3,4.0,142.93
50062,0,3.0,Mobile Phone,1,15.0,E-Wallet,Male,1,1,Others,2,Married,3,1,11,2,2,3.0,172.3
50063,0,17.0,Mobile Phone,1,16.0,Credit Card,Female,2,3,Others,4,Divorced,1,1,10,0,2,9.0,97.64
50064,0,4.0,Mobile Phone,2,5.0,Credit Card,Male,1,3,Others,1,Divorced,2,0,20,6,2,20.0,199.01
50065,0,3.0,Computer,2,13.0,Credit Card,Male,3,1,Others,3,Married,2,0,12,0,2,0.0,171.28
50066,0,7.0,Computer,1,9.0,Debit Card,Female,3,3,Mobile Phone,3,Married,2,1,19,3,2,0.0,133.27
50067,0,7.0,Mobile Phone,3,6.0,UPI,Male,2,1,Fashion,1,Married,2,0,19,1,4,0.0,182.74
50068,0,16.0,Mobile Phone,1,12.0,Debit Card,Female,5,4,Others,5,Married,3,1,10,1,1,5.0,117.4
50069,1,0.0,Mobile Phone,1,29.0,Debit Card,Female,3,3,Grocery,2,Married,2,1,10,2,1,2.0,172.92
50070,0,43.0,Computer,3,20.0,Credit Card,Female,2,1,Mobile Phone,1,Married,1,0,25,1,2,5.0,102.97
50071,0,14.0,Mobile Phone,1,10.0,UPI,Male,3,3,Laptop & Accessory,2,Single,3,1,22,1,7,2.0,108.81
50072,0,2.0,Mobile Phone,3,19.0,Debit Card,Male,3,3,Fashion,4,Married,4,0,14,2,2,4.0,156.84
50073,1,0.0,Mobile Phone,1,26.0,UPI,Male,1,5,Grocery,3,Single,3,0,16,3,2,6.0,146.35
50074,0,16.0,Mobile Phone,1,22.0,Credit Card,Male,2,3,Others,4,Married,2,0,12,0,3,3.0,190.37
50075,1,12.0,Mobile Phone,3,15.0,Debit Card,Male,4,2,Mobile Phone,1,Married,6,0,16,2,3,3.0,174.25
50076,1,13.0,Mobile Phone,3,9.0,UPI,Male,3,4,Mobile Phone,1,Divorced,5,1,12,2,2,3.0,259.02
50077,0,14.0,Mobile Phone,1,20.0,Cash on Delivery,Male,3,2,Others,3,Single,2,0,10,4,4,2.0,164.39
50078,0,0.0,Mobile Phone,1,18.0,Debit Card,Male,3,5,Grocery,4,Divorced,1,0,10,1,5,3.0,50.0
50079,0,4.0,Computer,2,22.0,Debit Card,Female,1,3,Mobile Phone,5,Divorced,4,0,15,0,4,2.0,93.63
50080,1,1.0,Mobile Phone,1,20.0,Debit Card,Male,2,3,Fashion,1,Married,4,0,10,3,2,10.0,127.15
50081,1,19.0,Mobile Phone,3,23.0,UPI,Male,3,2,Grocery,3,Married,6,1,14,1,5,10.0,310.38
50082,0,9.0,Computer,1,10.0,E-Wallet,Female,2,3,Others,5,Single,5,0,10,1,2,7.0,173.53
50083,0,4.0,Computer,3,25.0,Debit Card,Female,1,4,Grocery,3,Divorced,3,0,11,4,2,2.0,219.34
50084,0,0.0,Mobile Phone,1,16.0,Cash on Delivery,Male,4,4,Grocery,4,Married,3,0,18,3,4,5.0,215.29
50085,0,3.0,Mobile Phone,2,31.0,Cash on Delivery,Female,5,2,Laptop & Accessory,1,Single,1,0,15,7,4,2.0,124.32
50086,0,3.0,Mobile Phone,3,9.0,Credit Card,Male,3,2,Others,5,Single,2,0,14,1,2,1.0,103.28
50087,1,13.0,Mobile Phone,1,28.0,E-Wallet,Male,4,4,Fashion,4,Married,2,0,18,2,6,1.0,200.69
50088,0,10.0,Computer,3,16.0,E-Wallet,Female,2,5,Others,5,Single,3,0,16,2,3,0.0,86.18
50089,0,21.0,Mobile Phone,1,9.0,UPI,Female,5,2,Laptop & Accessory,4,Married,3,0,20,1,7,1.0,214.11
50090,1,6.0,Mobile Phone,1,11.0,Credit Card,Female,2,3,Others,3,Single,4,1,13,2,1,2.0,170.32
50091,1,1.0,Mobile Phone,1,12.0,UPI,Female,5,3,Others,5,Married,2,0,13,3,1,14.0,199.64
50092,0,12.0,Mobile Phone,3,18.0,Credit Card,Female,5,4,Fashion,2,Married,3,0,10,2,2,1.0,187.14
50093,0,14.0,Mobile Phone,1,19.0,E-Wallet,Female,3,2,Laptop & Accessory,3,Divorced,1,0,13,0,1,10.0,189.27
50094,1,8.0,Mobile Phone,2,10.0,UPI,Male,5,2,Others,4,Married,2,1,18,2,4,1.0,179.18
50095,0,14.0,Mobile Phone,2,14.0,Credit Card,Female,3,4,Others,4,Married,4,1,20,2,5,0.0,186.26
50096,1,6.0,Mobile Phone,1,32.0,E-Wallet,Male,2,2,Mobile Phone,5,Divorced,3,1,18,0,2,3.0,176.84
50097,1,7.0,Mobile Phone,1,28.0,E-Wallet,Male,3,3,Others,2,Married,8,0,10,1,1,5.0,119.94
50098,1,5.0,Mobile Phone,1,18.0,Debit Card,Male,3,3,Fashion,4,Married,2,1,19,3,2,0.0,159.25
50099,0,0.0,Mobile Phone,1,15.0,UPI,Female,1,3,Mobile Phone,4,Single,2,0,10,0,9,1.0,261.79
50100,1,1.0,Mobile Phone,1,15.0,Debit Card,Female,3,3,Laptop & Accessory,1,Married,2,0,18,1,3,2.0,187.56
50101,1,0.0,Mobile Phone,3,19.0,E-Wallet,Female,5,3,Grocery,3,Single,2,1,13,1,2,3.0,220.7
50102,1,10.0,Mobile Phone,3,6.0,UPI,Male,2,2,Fashion,2,Divorced,5,0,17,2,6,5.0,135.67
50103,0,3.0,Computer,1,12.0,UPI,Male,3,3,Laptop & Accessory,3,Single,3,0,10,0,5,3.0,134.98
50104,0,7.0,Mobile Phone,2,5.0,Cash on Delivery,Male,4,4,Mobile Phone,5,Single,5,0,19,0,1,0.0,126.86
50105,1,23.0,Computer,1,18.0,Credit Card,Male,4,4,Grocery,4,Single,2,0,10,0,1,10.0,121.73
50106,1,2.0,Mobile Phone,2,20.0,Cash on Delivery,Female,5,2,Laptop & Accessory,4,Single,5,1,12,3,4,1.0,110.1
50107,0,5.0,Mobile Phone,3,11.0,Cash on Delivery,Male,3,2,Fashion,5,Single,1,0,11,3,1,5.0,184.33
50108,1,14.0,Mobile Phone,1,27.0,E-Wallet,Female,5,2,Mobile Phone,3,Married,5,0,10,0,1,6.0,160.77
50109,1,2.0,Mobile Phone,2,5.0,Credit Card,Male,3,3,Fashion,4,Divorced,2,0,15,2,1,14.0,210.02
50110,1,0.0,Computer,3,5.0,Cash on Delivery,Male,2,3,Fashion,3,Single,2,0,22,3,2,3.0,162.58
50111,0,3.0,Mobile Phone,2,16.0,Cash on Delivery,Female,3,4,Mobile Phone,5,Single,3,0,25,5,6,4.0,78.87
50112,0,1.0,Mobile Phone,1,23.0,UPI,Male,3,2,Others,2,Married,6,0,15,3,2,1.0,192.74
50113,0,26.0,Mobile Phone,1,28.0,E-Wallet,Male,2,1,Fashion,5,Single,1,0,19,1,8,5.0,93.78
50114,1,7.0,Computer,1,11.0,Cash on Delivery,Male,3,3,Mobile Phone,2,Divorced,2,0,15,3,2,2.0,183.58
50115,0,10.0,Mobile Phone,1,23.0,Credit Card,Female,3,4,Fashion,3,Single,5,1,16,2,1,2.0,144.15
50116,0,20.0,Mobile Phone,2,14.0,Debit Card,Female,2,2,Others,4,Married,2,0,13,0,3,8.0,184.3
50117,0,16.0,Mobile Phone,1,13.0,Debit Card,Female,3,3,Mobile Phone,3,Single,1,0,15,2,2,0.0,117.26
50118,1,2.0,Mobile Phone,3,22.0,E-Wallet,Female,3,2,Laptop & Accessory,4,Single,2,0,17,4,2,9.0,206.13
50119,0,22.0,Mobile Phone,1,20.0,Debit Card,Female,3,4,Laptop & Accessory,3,Married,2,0,12,3,1,8.0,176.5
50120,1,7.0,Mobile Phone,1,5.0,UPI,Female,1,4,Laptop & Accessory,4,Single,5,1,14,2,4,3.0,161.23
50121,0,16.0,Computer,2,26.0,UPI,Female,1,2,Grocery,2,Divorced,4,1,14,3,3,3.0,107.21
50122,0,22.0,Computer,1,26.0,Credit Card,Male,2,2,Fashion,1,Married,3,0,18,3,1,2.0,247.42
50123,1,3.0,Computer,2,9.0,E-Wallet,Male,4,3,Fashion,2,Married,7,1,10,1,2,23.0,138.73
50124,0,1.0,Mobile Phone,1,18.0,E-Wallet,Female,2,2,Mobile Phone,3,Divorced,2,0,14,1,2,0.0,185.52
50125,0,2.0,Computer,1,18.0,Debit Card,Male,3,4,Grocery,2,Single,1,0,22,4,2,4.0,137.04
50126,0,5.0,Mobile Phone,1,17.0,Cash on Delivery,Male,2,4,Fashion,3,Married,2,0,19,2,4,5.0,326.1
50127,1,17.0,Mobile Phone,1,10.0,Cash on Delivery,Female,2,4,Mobile Phone,3,Single,2,0,20,5,8,12.0,180.98
50128,0,19.0,Computer,3,9.0,Cash on Delivery,Male,4,4,Others,1,Married,1,0,15,3,5,6.0,150.41
50129,0,0.0,Computer,1,14.0,Credit Card,Female,3,3,Fashion,4,Married,6,1,16,2,2,3.0,199.23
50130,0,7.0,Mobile Phone,3,24.0,E-Wallet,Female,1,2,Fashion,5,Married,4,0,19,0,4,3.0,205.0
50131,1,5.0,Computer,1,19.0,Debit Card,Male,3,4,Others,2,Single,2,1,21,2,2,2.0,190.78
50132,1,2.0,Computer,2,12.0,Credit Card,Female,1,3,Others,4,Married,3,1,10,3,3,0.0,162.06
50133,0,1.0,Mobile Phone,2,21.0,UPI,Female,3,4,Fashion,4,Divorced,4,0,10,4,3,9.0,192.62
50134,0,4.0,Mobile Phone,3,5.0,UPI,Male,3,2,Others,3,Divorced,6,0,20,1,6,6.0,168.79
50135,0,28.0,Computer,3,24.0,UPI,Female,2,2,Mobile Phone,4,Married,5,0,13,1,7,6.0,173.99
50136,0,3.0,Mobile Phone,3,5.0,E-Wallet,Female,2,6,Fashion,3,Single,3,1,12,2,3,4.0,143.58
50137,0,7.0,Mobile Phone,3,12.0,UPI,Male,2,2,Fashion,3,Divorced,4,0,10,5,3,3.0,116.46
50138,0,12.0,Computer,1,6.0,Cash on Delivery,Male,4,6,Laptop & Accessory,1,Divorced,3,0,12,0,2,0.0,197.53
50139,0,4.0,Mobile Phone,3,5.0,UPI,Male,5,5,Fashion,4,Single,3,0,10,1,2,1.0,199.25
50140,0,35.0,Mobile Phone,3,24.0,Credit Card,Male,1,4,Laptop & Accessory,4,Single,1,0,23,3,1,0.0,226.87
50141,0,32.0,Mobile Phone,1,11.0,UPI,Male,3,4,Others,1,Divorced,1,0,14,1,4,5.0,176.94
50142,0,2.0,Mobile Phone,3,17.0,Cash on Delivery,Female,2,3,Others,3,Divorced,3,0,14,2,3,0.0,166.37
50143,0,6.0,Computer,2,14.0,UPI,Male,2,4,Mobile Phone,5,Single,2,0,17,4,1,5.0,118.61
50144,0,3.0,Mobile Phone,3,18.0,Debit Card,Female,3,2,Laptop & Accessory,3,Divorced,1,0,18,3,4,5.0,173.42
50145,0,3.0,Mobile Phone,3,15.0,Cash on Delivery,Male,4,3,Fashion,3,Married,4,0,18,1,1,2.0,189.41
50146,0,0.0,Computer,3,5.0,E-Wallet,Male,5,3,Laptop & Accessory,5,Divorced,1,0,19,4,5,0.0,102.21
50147,0,9.0,Computer,3,22.0,UPI,Female,3,3,Others,4,Single,3,0,12,4,4,1.0,217.76
50148,0,6.0,Mobile Phone,1,11.0,Credit Card,Female,2,3,Others,4,Married,3,0,13,0,3,1.0,146.52
50149,0,0.0,Computer,1,5.0,UPI,Male,3,3,Mobile Phone,4,Single,6,0,18,8,5,5.0,167.16
50150,0,3.0,Mobile Phone,1,11.0,Credit Card,Male,2,3,Others,5,Divorced,2,0,12,3,1,3.0,198.91
50151,0,7.0,Mobile Phone,1,27.0,Debit Card,Female,3,4,Laptop & Accessory,3,Single,1,0,14,2,1,7.0,174.71
50152,0,2.0,Mobile Phone,1,21.0,E-Wallet,Male,2,2,Fashion,3,Married,3,0,16,3,1,6.0,231.13
50153,0,1.0,Mobile Phone,2,12.0,Cash on Delivery,Male,3,5,Fashion,3,Single,4,0,18,0,4,3.0,200.15
50154,0,6.0,Mobile Phone,1,12.0,Cash on Delivery,Male,2,4,Laptop & Accessory,5,Married,8,0,10,2,2,5.0,169.07
50155,0,42.0,Mobile Phone,3,12.0,E-Wallet,Female,2,4,Mobile Phone,4,Married,2,0,17,2,6,4.0,50.19
50156,1,2.0,Mobile Phone,3,31.0,Debit Card,Male,4,3,Fashion,1,Single,2,1,14,1,1,6.0,214.85
50157,0,11.0,Mobile Phone,2,18.0,Debit Card,Female,2,4,Laptop & Accessory,5,Single,5,1,17,3,4,0.0,127.82
50158,1,14.0,Mobile Phone,1,18.0,UPI,Female,3,1,Laptop & Accessory,3,Single,1,1,18,1,4,0.0,209.07
50159,0,2.0,Mobile Phone,1,23.0,Debit Card,Female,2,4,Others,1,Married,3,0,21,3,1,1.0,194.61
50160,0,13.0,Mobile Phone,1,16.0,UPI,Male,1,1,Others,3,Married,2,0,20,1,2,2.0,167.05
50161,0,4.0,Mobile Phone,1,12.0,Credit Card,Male,1,4,Mobile Phone,3,Single,1,0,20,0,3,7.0,213.13
50162,0,10.0,Mobile Phone,3,13.0,E-Wallet,Male,2,6,Mobile Phone,5,Single,2,0,20,2,8,6.0,195.84
50163,0,10.0,Mobile Phone,2,14.0,Credit Card,Male,4,2,Mobile Phone,2,Married,2,0,16,0,1,11.0,188.13
50164,0,7.0,Mobile Phone,3,14.0,Credit Card,Female,2,2,Laptop & Accessory,4,Single,3,0,15,2,1,0.0,106.35
50165,1,7.0,Mobile Phone,1,20.0,Credit Card,Female,5,4,Laptop & Accessory,4,Single,6,1,18,4,3,0.0,176.59
50166,0,18.0,Computer,1,15.0,Credit Card,Female,3,2,Others,1,Married,2,0,17,1,1,5.0,125.29
50167,0,3.0,Computer,3,20.0,Cash on Delivery,Female,3,4,Fashion,5,Married,4,0,13,1,4,1.0,131.16
50168,1,2.0,Computer,1,14.0,Debit Card,Female,3,2,Mobile Phone,3,Married,1,0,16,0,4,1.0,160.55
50169,0,0.0,Mobile Phone,2,15.0,E-Wallet,Male,3,2,Grocery,2,Single,3,0,14,3,1,3.0,233.54
50170,0,8.0,Mobile Phone,3,5.0,E-Wallet,Female,3,5,Mobile Phone,3,Single,1,0,11,0,1,0.0,189.62
50171,0,11.0,Mobile Phone,1,22.0,Credit Card,Male,2,4,Others,5,Married,6,1,20,1,6,4.0,192.25
50172,0,0.0,Computer,2,17.0,E-Wallet,Female,2,4,Laptop & Accessory,3,Divorced,4,0,15,3,5,1.0,205.82
50173,1,7.0,Mobile Phone,2,22.0,UPI,Male,4,3,Others,2,Married,3,1,23,1,2,4.0,140.01
50174,0,2.0,Mobile Phone,3,5.0,E-Wallet,Female,4,4,Others,1,Single,4,0,10,0,3,8.0,111.94
50175,1,10.0,Mobile Phone,1,31.0,Credit Card,Male,4,3,Others,2,Married,3,1,12,1,7,0.0,104.84
50176,0,1.0,Mobile Phone,3,13.0,E-Wallet,Female,3,3,Grocery,4,Divorced,6,0,15,1,1,12.0,184.24
50177,0,11.0,Mobile Phone,1,23.0,Debit Card,Female,3,4,Grocery,3,Married,4,0,19,3,4,3.0,214.47
50178,0,4.0,Mobile Phone,2,6.0,Credit Card,Female,3,3,Mobile Phone,2,Divorced,5,0,16,1,3,11.0,211.51
50179,0,27.0,Computer,1,19.0,Cash on Delivery,Female,3,3,Laptop & Accessory,2,Single,3,1,16,3,2,1.0,141.76
50180,1,1.0,Mobile Phone,1,6.0,Debit Card,Male,2,2,Others,3,Married,1,1,10,2,2,4.0,229.22
50181,0,4.0,Mobile Phone,1,10.0,E-Wallet,Male,3,4,Fashion,5,Married,3,0,10,2,3,2.0,256.72
50182,1,1.0,Mobile Phone,1,30.0,Cash on Delivery,Female,2,2,Mobile Phone,3,Married,1,0,16,1,6,6.0,199.31
50183,0,25.0,Mobile Phone,1,13.0,Debit Card,Female,2,4,Mobile Phone,5,Married,3,1,10,2,4,4.0,234.49
50184,0,20.0,Mobile Phone,1,16.0,UPI,Female,4,2,Others,3,Married,2,0,12,4,1,3.0,209.93
50185,1,2.0,Mobile Phone,3,21.0,Debit Card,Male,2,3,Mobile Phone,2,Married,3,0,17,0,3,10.0,165.81
50186,0,10.0,Mobile Phone,1,18.0,Cash on Delivery,Male,1,4,Others,5,Divorced,1,0,11,2,3,2.0,148.42
50187,1,16.0,Computer,3,16.0,UPI,Male,1,2,Mobile Phone,3,Single,1,0,21,1,1,1.0,110.48
50188,0,8.0,Mobile Phone,3,17.0,E-Wallet,Male,4,2,Laptop & Accessory,4,Married,2,1,19,1,2,4.0,157.21
50189,0,7.0,Mobile Phone,1,33.00999999999999,Credit Card,Male,3,2,Mobile Phone,5,Divorced,6,1,10,3,1,4.0,165.53
50190,1,2.0,Mobile Phone,1,14.0,E-Wallet,Male,3,3,Mobile Phone,1,Single,2,0,11,2,2,2.0,166.41
50191,1,0.0,Computer,1,16.0,Credit Card,Male,4,4,Fashion,1,Single,2,0,10,3,4,3.0,170.5
50192,1,22.0,Mobile Phone,3,23.0,Credit Card,Female,4,1,Laptop & Accessory,4,Single,4,1,11,2,1,14.0,83.25
50193,0,23.0,Mobile Phone,2,23.0,Cash on Delivery,Male,2,4,Laptop & Accessory,2,Single,3,0,18,2,2,5.0,206.16
50194,0,10.0,Mobile Phone,3,24.0,UPI,Female,3,3,Laptop & Accessory,2,Divorced,2,1,13,1,1,0.0,210.8
50195,0,7.0,Mobile Phone,1,20.0,UPI,Female,3,3,Mobile Phone,1,Single,2,0,16,3,5,1.0,189.84
50196,0,4.0,Mobile Phone,3,5.0,Debit Card,Male,3,5,Grocery,1,Married,2,0,10,5,1,16.0,128.23
50197,0,12.0,Mobile Phone,1,28.0,E-Wallet,Female,2,3,Mobile Phone,4,Single,6,1,18,1,1,5.0,189.68
50198,0,22.0,Mobile Phone,3,5.0,Cash on Delivery,Female,4,3,Others,1,Single,1,0,12,3,1,11.0,175.9
50199,0,21.0,Computer,1,17.0,E-Wallet,Male,3,1,Fashion,3,Divorced,2,0,15,1,5,1.0,193.98
50200,0,15.0,Mobile Phone,2,8.0,Debit Card,Male,2,2,Laptop & Accessory,4,Married,1,0,14,1,2,6.0,237.04
50201,1,10.0,Computer,2,14.0,Debit Card,Male,3,2,Others,3,Single,2,0,10,1,2,5.0,167.86
50202,0,0.0,Mobile Phone,2,17.0,Cash on Delivery,Female,1,1,Others,1,Divorced,4,0,10,1,2,1.0,182.26
50203,0,1.0,Mobile Phone,1,17.0,Debit Card,Male,2,3,Grocery,4,Married,2,1,18,2,1,3.0,140.43
50204,0,22.0,Mobile Phone,2,18.0,Cash on Delivery,Male,3,3,Laptop & Accessory,1,Married,1,1,16,2,2,4.0,211.87
50205,0,9.0,Mobile Phone,1,27.0,Debit Card,Female,1,3,Mobile Phone,4,Married,2,0,19,1,1,2.0,203.11
50206,1,0.0,Computer,2,18.0,UPI,Male,3,2,Laptop & Accessory,5,Single,1,0,16,4,8,7.0,183.66
50207,1,1.0,Mobile Phone,2,13.0,Cash on Delivery,Female,3,2,Fashion,3,Married,1,0,15,5,10,8.0,132.87
50208,0,10.0,Mobile Phone,1,22.0,UPI,Male,1,4,Laptop & Accessory,3,Married,4,0,10,2,3,8.0,147.67
50209,1,0.0,Mobile Phone,3,24.0,UPI,Female,5,5,Others,3,Single,4,0,13,1,3,7.0,101.75
50210,0,1.0,Mobile Phone,1,5.0,Cash on Delivery,Male,2,2,Others,3,Married,5,1,14,2,5,3.0,147.2
